TRANSFORMATION_SCHEME_ID,TRANSFORMATION_ID,EXPRESSION,Validation result,Type,EXPRESSION2,Validation result2,SintaxInfo
DB_F_04_08_REF_1,DB_F_04_08_REF_1_0,"/*Write the data set 'Breakdown of financial assets by instrument and by counterparty sector: non-trading non-derivative financial assets measured at fair value to equity - Reference (F_04_08_REF)' to the data base*/F_04_08_REF := put(F_04_08_REF, ""F_04_08_REF"")",FALSO,Put,,,
DB_F_04_09_1,DB_F_04_09_1_0,"/*Write the data set 'Breakdown of financial assets by instrument and by counterparty sector: non-trading non-derivative financial assets measured at a cost-based method (F_04_09)' to the data base*/F_04_09 := put(F_04_09, ""F_04_09"")",FALSO,Put,,,
DB_F_04_09_REF_1,DB_F_04_09_REF_1_0,"/*Write the data set 'Breakdown of financial assets by instrument and by counterparty sector: non-trading non-derivative financial assets measured at a cost-based method - Reference (F_04_09_REF)' to the data base*/F_04_09_REF := put(F_04_09_REF, ""F_04_09_REF"")",FALSO,Put,,,
DB_F_04_10_1,DB_F_04_10_1_0,"/*Write the data set 'Breakdown of financial assets by instrument and by counterparty sector: other non-trading non-derivative financial assets (F_04_10)' to the data base*/F_04_10 := put(F_04_10, ""F_04_10"")",FALSO,Put,,,
DB_F_04_10_REF_1,DB_F_04_10_REF_1_0,"/*Write the data set 'Breakdown of financial assets by instrument and by counterparty sector: other non-trading non-derivative financial assets - Reference (F_04_10_REF)' to the data base*/F_04_10_REF := put(F_04_10_REF, ""F_04_10_REF"")",FALSO,Put,,,
DB_F_05_01_1,DB_F_05_01_1_0,"/*Write the data set 'Breakdown of non-trading loans and advances by product: Loan and advances other than held for trading by product (F_05_01)' to the data base*/F_05_01 := put(F_05_01, ""F_05_01"")",FALSO,Put,,,
DB_F_05_01_REF_1,DB_F_05_01_REF_1_0,"/*Write the data set 'Breakdown of non-trading loans and advances by product: Loan and advances other than held for trading by product - Reference (F_05_01_REF)' to the data base*/F_05_01_REF := put(F_05_01_REF, ""F_05_01_REF"")",FALSO,Put,,,
DB_F_06_01_1,DB_F_06_01_1_0,"/*Write the data set 'Breakdown of non-trading loans and advances to non-financial corporations by NACE codes (F_06_01)' to the data base*/F_06_01 := put(F_06_01, ""F_06_01"")",FALSO,Put,,,
DB_F_06_01_REF_1,DB_F_06_01_REF_1_0,"/*Write the data set 'Breakdown of non-trading loans and advances to non-financial corporations by NACE codes - Reference (F_06_01_REF)' to the data base*/F_06_01_REF := put(F_06_01_REF, ""F_06_01_REF"")",FALSO,Put,,,
DB_F_07_01_1,DB_F_07_01_1_0,"/*Write the data set 'Financial assets subject to impairment that are past due (F_07_01)' to the data base*/F_07_01 := put(F_07_01, ""F_07_01"")",FALSO,Put,,,
DB_F_07_01_REF_1,DB_F_07_01_REF_1_0,"/*Write the data set 'Financial assets subject to impairment that are past due - Reference (F_07_01_REF)' to the data base*/F_07_01_REF := put(F_07_01_REF, ""F_07_01_REF"")",FALSO,Put,,,
DB_F_07_02_1,DB_F_07_02_1_0,"/*Write the data set 'Financial assets subject to impairment that are past due under national GAAP (F_07_02)' to the data base*/F_07_02 := put(F_07_02, ""F_07_02"")",FALSO,Put,,,
DB_F_07_02_REF_1,DB_F_07_02_REF_1_0,"/*Write the data set 'Financial assets subject to impairment that are past due under national GAAP - Reference (F_07_02_REF)' to the data base*/F_07_02_REF := put(F_07_02_REF, ""F_07_02_REF"")",FALSO,Put,,,
DB_F_08_01_a_1,DB_F_08_01_a_1_0,"/*Write the data set 'Breakdown of financial liabilities by product and by counterparty (a) (F_08_01_a)' to the data base*/F_08_01_a := put(F_08_01_a, ""F_08_01_a"")",FALSO,Put,,,
DB_F_08_01_a_REF_1,DB_F_08_01_a_REF_1_0,"/*Write the data set 'Breakdown of financial liabilities by product and by counterparty (a) - Reference (F_08_01_a_REF)' to the data base*/F_08_01_a_REF := put(F_08_01_a_REF, ""F_08_01_a_REF"")",FALSO,Put,,,
DB_F_08_01_b_1,DB_F_08_01_b_1_0,"/*Write the data set 'Breakdown of financial liabilities by product and by counterparty (b) (F_08_01_b)' to the data base*/F_08_01_b := put(F_08_01_b, ""F_08_01_b"")",FALSO,Put,,,
DB_F_08_01_b_REF_1,DB_F_08_01_b_REF_1_0,"/*Write the data set 'Breakdown of financial liabilities by product and by counterparty (b) - Reference (F_08_01_b_REF)' to the data base*/F_08_01_b_REF := put(F_08_01_b_REF, ""F_08_01_b_REF"")",FALSO,Put,,,
DB_F_08_02_1,DB_F_08_02_1_0,"/*Write the data set 'Subordinated liabilities (F_08_02)' to the data base*/F_08_02 := put(F_08_02, ""F_08_02"")",FALSO,Put,,,
DB_F_08_02_REF_1,DB_F_08_02_REF_1_0,"/*Write the data set 'Subordinated liabilities - Reference (F_08_02_REF)' to the data base*/F_08_02_REF := put(F_08_02_REF, ""F_08_02_REF"")",FALSO,Put,,,
DB_F_09_01_1,DB_F_09_01_1_0,"/*Write the data set 'Off-balance sheet exposures under national GAAP: Loan commitments, financial guarantees and other commitments given (F_09_01)' to the data base*/F_09_01 := put(F_09_01, ""F_09_01"")",FALSO,Put,,,
DB_F_09_01_1_1,DB_F_09_01_1_1_0,"/*Write the data set 'Off-balance sheet exposures : Loan commitments, financial guarantees and other commitments given (F_09_01_1)' to the data base*/F_09_01_1 := put(F_09_01_1, ""F_09_01_1"")",FALSO,Put,,,
DB_F_09_01_1_REF_1,DB_F_09_01_1_REF_1_0,"/*Write the data set 'Off-balance sheet exposures : Loan commitments, financial guarantees and other commitments given - Reference (F_09_01_1_REF)' to the data base*/F_09_01_1_REF := put(F_09_01_1_REF, ""F_09_01_1_REF"")",FALSO,Put,,,
DB_F_09_01_REF_1,DB_F_09_01_REF_1_0,"/*Write the data set 'Off-balance sheet exposures under national GAAP: Loan commitments, financial guarantees and other commitments given - Reference (F_09_01_REF)' to the data base*/F_09_01_REF := put(F_09_01_REF, ""F_09_01_REF"")",FALSO,Put,,,
DB_F_09_02_1,DB_F_09_02_1_0,"/*Write the data set 'Loan commitments, financial guarantees and other commitments received (F_09_02)' to the data base*/F_09_02 := put(F_09_02, ""F_09_02"")",FALSO,Put,,,
DB_F_09_02_REF_1,DB_F_09_02_REF_1_0,"/*Write the data set 'Loan commitments, financial guarantees and other commitments received - Reference (F_09_02_REF)' to the data base*/F_09_02_REF := put(F_09_02_REF, ""F_09_02_REF"")",FALSO,Put,,,
DB_F_10_00_1,DB_F_10_00_1_0,"/*Write the data set 'Derivatives: Trading and economic hedges (F_10_00)' to the data base*/F_10_00 := put(F_10_00, ""F_10_00"")",FALSO,Put,,,
DB_F_10_00_REF_1,DB_F_10_00_REF_1_0,"/*Write the data set 'Derivatives: Trading and economic hedges - Reference (F_10_00_REF)' to the data base*/F_10_00_REF := put(F_10_00_REF, ""F_10_00_REF"")",FALSO,Put,,,
DB_F_11_01_1,DB_F_11_01_1_0,"/*Write the data set 'Derivatives - Hedge accounting: Breakdown by type of risk and type of hedge (F_11_01)' to the data base*/F_11_01 := put(F_11_01, ""F_11_01"")",FALSO,Put,,,
DB_F_11_01_REF_1,DB_F_11_01_REF_1_0,"/*Write the data set 'Derivatives - Hedge accounting: Breakdown by type of risk and type of hedge - Reference (F_11_01_REF)' to the data base*/F_11_01_REF := put(F_11_01_REF, ""F_11_01_REF"")",FALSO,Put,,,
DB_F_11_02_1,DB_F_11_02_1_0,"/*Write the data set 'Derivatives - Hedge accounting under National GAAP: Breakdown by type of risk (F_11_02)' to the data base*/F_11_02 := put(F_11_02, ""F_11_02"")",FALSO,Put,,,
DB_F_11_02_REF_1,DB_F_11_02_REF_1_0,"/*Write the data set 'Derivatives - Hedge accounting under National GAAP: Breakdown by type of risk - Reference (F_11_02_REF)' to the data base*/F_11_02_REF := put(F_11_02_REF, ""F_11_02_REF"")",FALSO,Put,,,
DB_F_11_03_1,DB_F_11_03_1_0,"/*Write the data set 'Non-derivative hedging instruments: Breakdown by accounting portfolio and type of hedge (F_11_03)' to the data base*/F_11_03 := put(F_11_03, ""F_11_03"")",FALSO,Put,,,
DB_F_11_03_1_1,DB_F_11_03_1_1_0,"/*Write the data set 'Non-derivative hedging instruments under national GAAP: breakdown by accounting portfolio (F_11_03_1)' to the data base*/F_11_03_1 := put(F_11_03_1, ""F_11_03_1"")",FALSO,Put,,,
DB_F_11_03_1_REF_1,DB_F_11_03_1_REF_1_0,"/*Write the data set 'Non-derivative hedging instruments under national GAAP: breakdown by accounting portfolio - Reference (F_11_03_1_REF)' to the data base*/F_11_03_1_REF := put(F_11_03_1_REF, ""F_11_03_1_REF"")",FALSO,Put,,,
DB_F_11_03_REF_1,DB_F_11_03_REF_1_0,"/*Write the data set 'Non-derivative hedging instruments: Breakdown by accounting portfolio and type of hedge - Reference (F_11_03_REF)' to the data base*/F_11_03_REF := put(F_11_03_REF, ""F_11_03_REF"")",FALSO,Put,,,
DB_F_11_04_1,DB_F_11_04_1_0,"/*Write the data set 'Hedged items in fair value hedges (F_11_04)' to the data base*/F_11_04 := put(F_11_04, ""F_11_04"")",FALSO,Put,,,
DB_F_11_04_REF_1,DB_F_11_04_REF_1_0,"/*Write the data set 'Hedged items in fair value hedges - Reference (F_11_04_REF)' to the data base*/F_11_04_REF := put(F_11_04_REF, ""F_11_04_REF"")",FALSO,Put,,,
DB_F_12_00_1,DB_F_12_00_1_0,"/*Write the data set 'Movements in allowances for credit losses and impairment of equity instruments under national GAAP (F_12_00)' to the data base*/F_12_00 := put(F_12_00, ""F_12_00"")",FALSO,Put,,,
DB_F_12_00_REF_1,DB_F_12_00_REF_1_0,"/*Write the data set 'Movements in allowances for credit losses and impairment of equity instruments under national GAAP - Reference (F_12_00_REF)' to the data base*/F_12_00_REF := put(F_12_00_REF, ""F_12_00_REF"")",FALSO,Put,,,
DB_F_12_01_a_1,DB_F_12_01_a_1_0,"/*Write the data set 'Movements in allowances and provisions for credit losses (I) (F_12_01_a)' to the data base*/F_12_01_a := put(F_12_01_a, ""F_12_01_a"")",FALSO,Put,,,
DB_F_12_01_a_REF_1,DB_F_12_01_a_REF_1_0,"/*Write the data set 'Movements in allowances and provisions for credit losses (I) - Reference (F_12_01_a_REF)' to the data base*/F_12_01_a_REF := put(F_12_01_a_REF, ""F_12_01_a_REF"")",FALSO,Put,,,
DB_F_12_01_b_1,DB_F_12_01_b_1_0,"/*Write the data set 'Movements in allowances and provisions for credit losses (II) (F_12_01_b)' to the data base*/F_12_01_b := put(F_12_01_b, ""F_12_01_b"")",FALSO,Put,,,
DB_F_12_01_b_REF_1,DB_F_12_01_b_REF_1_0,"/*Write the data set 'Movements in allowances and provisions for credit losses (II) - Reference (F_12_01_b_REF)' to the data base*/F_12_01_b_REF := put(F_12_01_b_REF, ""F_12_01_b_REF"")",FALSO,Put,,,
DB_F_12_02_1,DB_F_12_02_1_0,"/*Write the data set 'Transfers between impairment stages (gross basis presentation) (F_12_02)' to the data base*/F_12_02 := put(F_12_02, ""F_12_02"")",FALSO,Put,,,
DB_F_12_02_REF_1,DB_F_12_02_REF_1_0,"/*Write the data set 'Transfers between impairment stages (gross basis presentation) - Reference (F_12_02_REF)' to the data base*/F_12_02_REF := put(F_12_02_REF, ""F_12_02_REF"")",FALSO,Put,,,
DB_F_13_01_1,DB_F_13_01_1_0,"/*Write the data set 'Breakdown of collateral and guarantees by loans and advances other than held for trading (F_13_01)' to the data base*/F_13_01 := put(F_13_01, ""F_13_01"")",FALSO,Put,,,
DB_F_13_01_REF_1,DB_F_13_01_REF_1_0,"/*Write the data set 'Breakdown of collateral and guarantees by loans and advances other than held for trading - Reference (F_13_01_REF)' to the data base*/F_13_01_REF := put(F_13_01_REF, ""F_13_01_REF"")",FALSO,Put,,,
DB_F_13_02_1,DB_F_13_02_1_0,"/*Write the data set 'Collateral obtained by taking possession during the period (held at the reporting date) (F_13_02)' to the data base*/F_13_02 := put(F_13_02, ""F_13_02"")",FALSO,Put,,,
DB_F_13_02_REF_1,DB_F_13_02_REF_1_0,"/*Write the data set 'Collateral obtained by taking possession during the period (held at the reporting date) - Reference (F_13_02_REF)' to the data base*/F_13_02_REF := put(F_13_02_REF, ""F_13_02_REF"")",FALSO,Put,,,
DB_F_13_03_1,DB_F_13_03_1_0,"/*Write the data set 'Collateral obtained by taking possession [tangible assets] accumulated (F_13_03)' to the data base*/F_13_03 := put(F_13_03, ""F_13_03"")",FALSO,Put,,,
DB_F_13_03_REF_1,DB_F_13_03_REF_1_0,"/*Write the data set 'Collateral obtained by taking possession [tangible assets] accumulated - Reference (F_13_03_REF)' to the data base*/F_13_03_REF := put(F_13_03_REF, ""F_13_03_REF"")",FALSO,Put,,,
DB_F_14_00_1,DB_F_14_00_1_0,"/*Write the data set 'Fair value hierarchy: financial instruments at fair value (F_14_00)' to the data base*/F_14_00 := put(F_14_00, ""F_14_00"")",FALSO,Put,,,
DB_F_14_00_REF_1,DB_F_14_00_REF_1_0,"/*Write the data set 'Fair value hierarchy: financial instruments at fair value - Reference (F_14_00_REF)' to the data base*/F_14_00_REF := put(F_14_00_REF, ""F_14_00_REF"")",FALSO,Put,,,
DB_F_15_00_a_1,DB_F_15_00_a_1_0,"/*Write the data set 'Derecognition and financial liabilities associated with transferred financial assets: Equity instruments, debt securities, loans and advances (F_15_00_a)' to the data base*/F_15_00_a := put(F_15_00_a, ""F_15_00_a"")",FALSO,Put,,,
DB_F_15_00_a_REF_1,DB_F_15_00_a_REF_1_0,"/*Write the data set 'Derecognition and financial liabilities associated with transferred financial assets: Equity instruments, debt securities, loans and advances - Reference (F_15_00_a_REF)' to the data base*/F_15_00_a_REF := put(F_15_00_a_REF, ""F_15_00_a_REF"")",FALSO,Put,,,
DB_F_15_00_b_1,DB_F_15_00_b_1_0,"/*Write the data set 'Derecognition and financial liabilities associated with transferred financial assets: Derivatives, Deposits, Debt securities issued, Other financial liabilities (F_15_00_b)' to the data base*/F_15_00_b := put(F_15_00_b, ""F_15_00_b"")",FALSO,Put,,,
DB_F_15_00_b_REF_1,DB_F_15_00_b_REF_1_0,"/*Write the data set 'Derecognition and financial liabilities associated with transferred financial assets: Derivatives, Deposits, Debt securities issued, Other financial liabilities - Reference (F_15_00_b_REF)' to the data base*/F_15_00_b_REF := put(F_15_00_b_REF, ""F_15_00_b_REF"")",FALSO,Put,,,
DB_F_16_01_1,DB_F_16_01_1_0,"/*Write the data set 'Breakdown of selected statement of profit or loss items: Interest income and expenses by instrument and counterparty sector (a) (F_16_01)' to the data base*/F_16_01 := put(F_16_01, ""F_16_01"")",FALSO,Put,,,
DB_F_16_01_REF_1,DB_F_16_01_REF_1_0,"/*Write the data set 'Breakdown of selected statement of profit or loss items: Interest income and expenses by instrument and counterparty sector (a) - Reference (F_16_01_REF)' to the data base*/F_16_01_REF := put(F_16_01_REF, ""F_16_01_REF"")",FALSO,Put,,,
DB_F_16_02_1,DB_F_16_02_1_0,"/*Write the data set 'Breakdown of selected statement of profit or loss items: Gains or losses on derecognition of financial assets and liabilities not measured at fair value through profit or loss by instrument (F_16_02)' to the data base*/F_16_02 := put(F_16_02, ""F_16_02"")",FALSO,Put,,,
DB_F_16_02_REF_1,DB_F_16_02_REF_1_0,"/*Write the data set 'Breakdown of selected statement of profit or loss items: Gains or losses on derecognition of financial assets and liabilities not measured at fair value through profit or loss by instrument - Reference (F_16_02_REF)' to the data base*/F_16_02_REF := put(F_16_02_REF, ""F_16_02_REF"")",FALSO,Put,,,
DB_F_16_03_1,DB_F_16_03_1_0,"/*Write the data set 'Breakdown of selected statement of profit or loss items: Gains or losses on financial assets and liabilities held for trading and trading financial assets and trading financial liabilities by instrument (F_16_03)' to the data base*/F_16_03 := put(F_16_03, ""F_16_03"")",FALSO,Put,,,
DB_F_16_03_REF_1,DB_F_16_03_REF_1_0,"/*Write the data set 'Breakdown of selected statement of profit or loss items: Gains or losses on financial assets and liabilities held for trading and trading financial assets and trading financial liabilities by instrument - Reference (F_16_03_REF)' to the data base*/F_16_03_REF := put(F_16_03_REF, ""F_16_03_REF"")",FALSO,Put,,,
DB_F_16_04_1,DB_F_16_04_1_0,"/*Write the data set 'Breakdown of selected statement of profit or loss items: Gains or losses on financial assets and liabilities held for trading and trading financial assets and trading financial liabilities by risk (F_16_04)' to the data base*/F_16_04 := put(F_16_04, ""F_16_04"")",FALSO,Put,,,
DB_F_16_04_1_1,DB_F_16_04_1_1_0,"/*Write the data set 'Breakdown of selected statement of profit or loss items: Gains or losses on non-trading financial assets mandatorily at fair value through profit or loss by instrument (F_16_04_1)' to the data base*/F_16_04_1 := put(F_16_04_1, ""F_16_04_1"")",FALSO,Put,,,
DB_F_16_04_1_REF_1,DB_F_16_04_1_REF_1_0,"/*Write the data set 'Breakdown of selected statement of profit or loss items: Gains or losses on non-trading financial assets mandatorily at fair value through profit or loss by instrument - Reference (F_16_04_1_REF)' to the data base*/F_16_04_1_REF := put(F_16_04_1_REF, ""F_16_04_1_REF"")",FALSO,Put,,,
DB_F_16_04_REF_1,DB_F_16_04_REF_1_0,"/*Write the data set 'Breakdown of selected statement of profit or loss items: Gains or losses on financial assets and liabilities held for trading and trading financial assets and trading financial liabilities by risk - Reference (F_16_04_REF)' to the data base*/F_16_04_REF := put(F_16_04_REF, ""F_16_04_REF"")",FALSO,Put,,,
DB_F_16_05_1,DB_F_16_05_1_0,"/*Write the data set 'Breakdown of selected statement of profit or loss items: Gains or losses on financial assets and liabilities designated at fair value through profit or loss by instrument (F_16_05)' to the data base*/F_16_05 := put(F_16_05, ""F_16_05"")",FALSO,Put,,,
DB_F_16_05_REF_1,DB_F_16_05_REF_1_0,"/*Write the data set 'Breakdown of selected statement of profit or loss items: Gains or losses on financial assets and liabilities designated at fair value through profit or loss by instrument - Reference (F_16_05_REF)' to the data base*/F_16_05_REF := put(F_16_05_REF, ""F_16_05_REF"")",FALSO,Put,,,
DB_F_16_06_1,DB_F_16_06_1_0,"/*Write the data set 'Breakdown of selected statement of profit or loss items: Gains and losses from hedge accounting (F_16_06)' to the data base*/F_16_06 := put(F_16_06, ""F_16_06"")",FALSO,Put,,,
DB_F_16_06_REF_1,DB_F_16_06_REF_1_0,"/*Write the data set 'Breakdown of selected statement of profit or loss items: Gains and losses from hedge accounting - Reference (F_16_06_REF)' to the data base*/F_16_06_REF := put(F_16_06_REF, ""F_16_06_REF"")",FALSO,Put,,,
DB_F_16_07_a_1,DB_F_16_07_a_1_0,"/*Write the data set 'Breakdown of selected statement of profit or loss items: Impairment on non-financial assets (a) (F_16_07_a)' to the data base*/F_16_07_a := put(F_16_07_a, ""F_16_07_a"")",FALSO,Put,,,
DB_F_16_07_a_REF_1,DB_F_16_07_a_REF_1_0,"/*Write the data set 'Breakdown of selected statement of profit or loss items: Impairment on non-financial assets (a) - Reference (F_16_07_a_REF)' to the data base*/F_16_07_a_REF := put(F_16_07_a_REF, ""F_16_07_a_REF"")",FALSO,Put,,,
DB_F_16_07_b_1,DB_F_16_07_b_1_0,"/*Write the data set 'Breakdown of selected statement of profit or loss items: Impairment on non-financial assets (b) (F_16_07_b)' to the data base*/F_16_07_b := put(F_16_07_b, ""F_16_07_b"")",FALSO,Put,,,
DB_F_16_07_b_REF_1,DB_F_16_07_b_REF_1_0,"/*Write the data set 'Breakdown of selected statement of profit or loss items: Impairment on non-financial assets (b) - Reference (F_16_07_b_REF)' to the data base*/F_16_07_b_REF := put(F_16_07_b_REF, ""F_16_07_b_REF"")",FALSO,Put,,,
DB_F_17_01_1,DB_F_17_01_1_0,"/*Write the data set 'Reconciliation between IFRS and CRR scope of consolidation: Assets (F_17_01)' to the data base*/F_17_01 := put(F_17_01, ""F_17_01"")",FALSO,Put,,,
DB_F_17_01_REF_1,DB_F_17_01_REF_1_0,"/*Write the data set 'Reconciliation between IFRS and CRR scope of consolidation: Assets - Reference (F_17_01_REF)' to the data base*/F_17_01_REF := put(F_17_01_REF, ""F_17_01_REF"")",FALSO,Put,,,
DB_F_17_02_1,DB_F_17_02_1_0,"/*Write the data set 'Reconciliation between IFRS and CRR scope of consolidation: Off-balance sheet exposures - loan commitments, financial guarantees and other commitments given (F_17_02)' to the data base*/F_17_02 := put(F_17_02, ""F_17_02"")",FALSO,Put,,,
DB_F_17_02_REF_1,DB_F_17_02_REF_1_0,"/*Write the data set 'Reconciliation between IFRS and CRR scope of consolidation: Off-balance sheet exposures - loan commitments, financial guarantees and other commitments given - Reference (F_17_02_REF)' to the data base*/F_17_02_REF := put(F_17_02_REF, ""F_17_02_REF"")",FALSO,Put,,,
DB_F_17_03_1,DB_F_17_03_1_0,"/*Write the data set 'Reconciliation between IFRS and CRR scope of consolidation: Liabilities (F_17_03)' to the data base*/F_17_03 := put(F_17_03, ""F_17_03"")",FALSO,Put,,,
DB_F_17_03_REF_1,DB_F_17_03_REF_1_0,"/*Write the data set 'Reconciliation between IFRS and CRR scope of consolidation: Liabilities - Reference (F_17_03_REF)' to the data base*/F_17_03_REF := put(F_17_03_REF, ""F_17_03_REF"")",FALSO,Put,,,
DB_F_18_00_a_1,DB_F_18_00_a_1_0,"/*Write the data set 'Information on performing and non-performing exposures (I) (F_18_00_a)' to the data base*/F_18_00_a := put(F_18_00_a, ""F_18_00_a"")",FALSO,Put,,,
DB_F_18_00_a_REF_1,DB_F_18_00_a_REF_1_0,"/*Write the data set 'Information on performing and non-performing exposures (I) - Reference (F_18_00_a_REF)' to the data base*/F_18_00_a_REF := put(F_18_00_a_REF, ""F_18_00_a_REF"")",FALSO,Put,,,
DB_F_18_00_b_1,DB_F_18_00_b_1_0,"/*Write the data set 'Information on performing and non-performing exposures (II) (F_18_00_b)' to the data base*/F_18_00_b := put(F_18_00_b, ""F_18_00_b"")",FALSO,Put,,,
DB_F_18_00_b_REF_1,DB_F_18_00_b_REF_1_0,"/*Write the data set 'Information on performing and non-performing exposures (II) - Reference (F_18_00_b_REF)' to the data base*/F_18_00_b_REF := put(F_18_00_b_REF, ""F_18_00_b_REF"")",FALSO,Put,,,
DB_F_18_00_c_1,DB_F_18_00_c_1_0,"/*Write the data set 'Information on performing and non-performing exposures (III) (F_18_00_c)' to the data base*/F_18_00_c := put(F_18_00_c, ""F_18_00_c"")",FALSO,Put,,,
DB_F_18_00_c_REF_1,DB_F_18_00_c_REF_1_0,"/*Write the data set 'Information on performing and non-performing exposures (III) - Reference (F_18_00_c_REF)' to the data base*/F_18_00_c_REF := put(F_18_00_c_REF, ""F_18_00_c_REF"")",FALSO,Put,,,
DB_F_19_00_a_1,DB_F_19_00_a_1_0,"/*Write the data set 'Information forborn exposures (I) (F_19_00_a)' to the data base*/F_19_00_a := put(F_19_00_a, ""F_19_00_a"")",FALSO,Put,,,
DB_F_19_00_a_REF_1,DB_F_19_00_a_REF_1_0,"/*Write the data set 'Information forborn exposures (I) - Reference (F_19_00_a_REF)' to the data base*/F_19_00_a_REF := put(F_19_00_a_REF, ""F_19_00_a_REF"")",FALSO,Put,,,
DB_F_19_00_b_1,DB_F_19_00_b_1_0,"/*Write the data set 'Information forborn exposures (II) (F_19_00_b)' to the data base*/F_19_00_b := put(F_19_00_b, ""F_19_00_b"")",FALSO,Put,,,
DB_F_19_00_b_REF_1,DB_F_19_00_b_REF_1_0,"/*Write the data set 'Information forborn exposures (II) - Reference (F_19_00_b_REF)' to the data base*/F_19_00_b_REF := put(F_19_00_b_REF, ""F_19_00_b_REF"")",FALSO,Put,,,
DB_F_19_00_c_1,DB_F_19_00_c_1_0,"/*Write the data set 'Information forborn exposures (III) (F_19_00_c)' to the data base*/F_19_00_c := put(F_19_00_c, ""F_19_00_c"")",FALSO,Put,,,
